City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Dakar,SN,14.6937,-17.4441,65.28,77,100,17.98,overcast clouds
465,Troitskoye,RU,52.9821,84.6757,6.64,90,12,6.55,few clouds
466,Mikuni,JP,36.2171,136.1519,48.63,72,97,6.64,light rain
467,Doka,SD,13.5167,35.7667,70.12,47,0,9.98,clear sky
468,Jizan,SA,17.3333,42.6667,75.78,73,0,3.27,clear sky
469,Lingao,CN,19.9103,109.6859,71.44,71,10,10.29,clear sky
470,Severobaykalsk,RU,55.65,109.3167,6.85,85,100,1.61,overcast clouds
471,Sakakah,SA,29.9697,40.2064,42.04,43,0,5.44,clear sky
472,Fomboni,KM,-12.28,43.7425,82.26,76,40,10.76,scattered clouds
473,Margate,GB,51.3813,1.3862,52.88,88,100,4.0,overcast clouds
474,Taupo,NZ,-38.6833,176.0833,68.56,40,14,2.33,few clouds
475,San Juan Del Sur,NI,11.2529,-85.8705,79.52,67,20,25.52,few clouds
476,Satipo,PE,-11.2522,-74.6386,70.18,93,100,1.99,overcast clouds
477,Kerchevskiy,RU,59.946,56.2884,-4.05,100,97,1.19,overcast clouds
478,Valdivia,CL,-39.8142,-73.2459,60.89,30,0,3.65,clear sky
479,Kulhudhuffushi,MV,6.6221,73.07,78.58,70,65,6.96,broken clouds
480,Pisco,PE,-13.7,-76.2167,77.05,78,0,9.22,clear sky
481,Baykit,RU,61.67,96.37,-10.03,99,46,4.05,scattered clouds
482,Roebourne,AU,-20.7833,117.1333,92.14,47,2,8.23,light rain
483,Ondangwa,NA,-17.9167,15.95,65.71,34,39,8.3,scattered clouds
484,Kangaatsiaq,GL,68.3065,-53.4641,1.29,82,100,10.2,overcast clouds
485,Salinopolis,BR,-0.6136,-47.3561,77.23,87,99,7.07,overcast clouds
486,Cabedelo,BR,-6.9811,-34.8339,81.27,76,85,12.41,overcast clouds
487,Salisbury,GB,51.0693,-1.7957,52.65,79,100,19.57,overcast clouds
488,Starominskaya,RU,46.53,39.0497,31.42,99,95,1.97,overcast clouds
489,Marystown,CA,47.1666,-55.1483,33.03,98,100,11.88,snow
490,Iqaluit,CA,63.7506,-68.5145,-29.47,68,20,16.11,few clouds
491,Berlevag,NO,70.8578,29.0864,28.35,74,71,17.27,broken clouds
492,Kununurra,AU,-15.7667,128.7333,91.38,66,30,5.75,scattered clouds
493,Waipawa,NZ,-41.4122,175.5153,64.85,58,100,5.97,overcast clouds
494,Laguna,US,38.421,-121.4238,57.33,34,0,0.0,clear sky
495,Bollnas,SE,61.3482,16.3946,32.81,96,100,10.07,light snow
496,Imeni Poliny Osipenko,RU,52.4201,136.4853,1.08,91,100,2.48,overcast clouds
497,Sarakhs,IR,36.5449,61.1577,43.54,70,100,3.74,overcast clouds
498,Buraydah,SA,26.326,43.975,46.85,30,100,9.37,overcast clouds
499,Tigil,RU,57.8,158.6667,-0.15,81,100,12.35,overcast clouds
500,Auki,SB,-8.7676,160.7034,84.04,76,97,6.26,moderate rain
501,Avanigadda,IN,16.0215,80.9181,73.13,72,0,0.76,clear sky
502,Belaya Gora,RU,68.5333,146.4167,-35.16,96,64,0.54,broken clouds
503,Inuvik,CA,68.3499,-133.7218,-27.33,98,6,4.16,clear sky
504,Gornopravdinsk,RU,60.05,69.9,-8.14,100,78,4.27,broken clouds
505,Sept-Iles,CA,50.2001,-66.3821,-6.29,90,10,7.45,clear sky
506,Jinchang,CN,38.4953,102.1739,23.81,60,53,6.87,broken clouds
507,Altay,CN,47.8667,88.1167,9.48,51,0,7.87,clear sky
508,Vung Tau,VN,10.346,107.0843,79.34,73,98,5.75,overcast clouds
509,Oyama,JP,36.3,139.8,50.59,32,1,0.81,clear sky
510,Brenham,US,30.1669,-96.3977,45.03,52,0,3.44,clear sky
511,Langres,FR,47.8333,5.3333,49.19,96,100,8.28,overcast clouds
512,Singapore,SG,1.2897,103.8501,84.25,77,75,10.36,broken clouds
513,Kushiro,JP,42.975,144.3747,31.78,83,29,7.85,scattered clouds
514,Mungwi,ZM,-10.1732,31.3694,61.05,95,100,4.09,overcast clouds
515,Tukrah,LY,32.5341,20.5791,52.12,69,72,2.21,broken clouds
516,Buckeye,US,33.3703,-112.5838,63.19,21,0,9.22,clear sky
517,Ailigandi,PA,9.2333,-78.0167,78.13,81,66,13.06,broken clouds
518,Verin,ES,41.9415,-7.4381,51.57,76,0,1.23,clear sky
519,Torbay,CA,47.6666,-52.7314,32.88,93,100,6.91,snow
520,Great Falls,US,47.5002,-111.3008,38.59,41,100,20.71,overcast clouds
521,Onda,ES,39.9667,-0.25,44.91,68,0,5.35,clear sky
522,Japura,ID,-0.3167,102.35,80.24,78,95,4.18,overcast clouds
523,Cristobal Obregon,MX,16.35,-93.5333,64.02,89,98,13.2,light rain
524,Zhangzhou,CN,24.5133,117.6556,67.03,56,79,2.51,broken clouds
525,Vestmannaeyjar,IS,63.4427,-20.2734,35.24,70,38,4.36,scattered clouds
526,Aitape,PG,-3.1374,142.3475,84.16,71,98,4.68,overcast clouds
527,Broken Hill,AU,-31.95,141.4333,87.6,17,0,15.61,clear sky
528,Union,US,40.6334,-74.2663,36.27,64,0,23.02,clear sky
529,Hun,LY,29.1268,15.9477,47.88,66,0,5.19,clear sky
530,Oistins,BB,13.0667,-59.5333,77.09,69,20,17.27,few clouds
531,Morondava,MG,-20.2833,44.2833,77.38,84,5,5.68,clear sky
532,Kavalerovo,RU,44.2661,135.0572,29.44,61,34,9.22,scattered clouds
533,Adrar,MR,20.5022,-10.0711,71.8,18,0,7.14,clear sky
534,Peace River,CA,56.2501,-117.286,10.87,95,100,6.24,overcast clouds
535,Movila Banului,RO,44.9833,26.6833,38.34,81,70,6.64,broken clouds
536,Raha,IN,26.2333,92.5167,69.46,52,28,3.31,scattered clouds
537,Palu,ID,-0.8917,119.8707,86.9,63,90,2.51,overcast clouds
538,Gornyy,RU,55.1153,83.9059,-7.85,98,53,4.03,broken clouds
539,Polyarnyy,RU,69.1989,33.4478,25.34,90,100,13.73,overcast clouds
540,Kikwit,CD,-5.041,18.8162,71.58,95,100,2.08,overcast clouds
541,Manta,EC,-0.95,-80.7333,80.38,78,0,3.44,clear sky
542,Riwaka,NZ,-41.0833,173.0,68.63,67,100,7.83,overcast clouds
543,Huron,US,41.1501,-82.5499,23.02,82,36,7.31,scattered clouds
544,Brigantine,US,39.4101,-74.3646,42.03,72,100,19.57,overcast clouds
545,Chegdomyn,RU,51.1167,133.0167,7.75,87,100,4.72,overcast clouds
546,Maracaju,BR,-21.6144,-55.1683,67.35,95,100,9.84,overcast clouds
547,Valparaiso,CL,-33.0393,-71.6273,58.64,94,0,2.3,clear sky
548,Qaqortoq,GL,60.7167,-46.0333,28.29,66,100,13.71,overcast clouds
549,Palauig,PH,15.435,119.9045,83.03,53,20,4.03,few clouds
550,Glendora,US,34.1361,-117.8653,62.22,23,0,4.61,clear sky
551,Ternate,ID,0.8,127.4,83.25,72,34,3.58,scattered clouds
552,Ilulissat,GL,69.2167,-51.1,3.22,60,75,2.3,broken clouds
553,La Ronge,CA,55.1001,-105.2842,5.22,78,100,2.3,light snow
554,Cuamba,MZ,-14.8031,36.5372,67.62,98,98,4.12,overcast clouds
555,Hambantota,LK,6.1241,81.1185,71.94,100,20,3.44,few clouds
556,Santarem,BR,-2.4431,-54.7083,78.93,89,75,5.75,broken clouds
557,Aljezur,PT,37.3191,-8.8033,57.13,78,100,10.51,overcast clouds
558,Hohhot,CN,40.8106,111.6522,23.72,61,98,14.54,overcast clouds
559,Vardo,NO,70.3705,31.1107,28.38,93,100,16.11,overcast clouds
560,Mutoko,ZW,-17.397,32.2268,63.1,96,100,0.96,moderate rain
561,Khandyga,RU,62.6667,135.6,-17.59,95,99,2.06,overcast clouds
562,Znamenskoye,RU,57.1281,73.8282,-5.19,96,100,5.06,overcast clouds
563,Kadhan,PK,24.481,68.9859,71.2,31,0,5.64,clear sky
564,Ulaangom,MN,49.9811,92.0667,-17.0,93,94,2.01,overcast clouds
565,Laguna De Perlas,NI,12.3429,-83.6712,76.75,77,7,11.9,clear sky
566,Waingapu,ID,-9.6567,120.2641,84.27,72,19,5.48,few clouds
567,Bayburt,TR,40.2589,40.2278,0.99,85,100,2.84,overcast clouds
568,Manggar,ID,-2.8833,108.2667,83.75,69,71,10.02,broken clouds
569,Komsomolskiy,UZ,40.4272,71.7189,41.72,93,100,2.3,fog
570,Sampit,ID,-2.5333,112.95,85.15,66,17,4.32,few clouds
571,Fort Saint James,CA,54.4333,-124.25,28.9,96,100,5.17,light snow
572,Ust-Tsilma,RU,65.441,52.1498,7.68,95,8,6.49,clear sky
573,Uchkent,RU,43.1143,47.0826,33.69,58,92,2.77,overcast clouds
574,Bafang,CM,5.1563,10.1788,63.9,36,12,3.4,few clouds
575,Colonial Park,US,40.3006,-76.8097,35.26,60,100,21.0,overcast clouds
576,Hobyo,SO,5.3505,48.5268,76.71,71,79,18.72,broken clouds
577,San Quintin,MX,30.4833,-115.95,56.03,46,100,4.61,overcast clouds
578,Batagay,RU,67.6333,134.6333,-18.49,95,100,0.89,overcast clouds
579,Teya,RU,60.3778,92.6267,9.39,99,100,2.84,overcast clouds
580,Sao Joao Nepomuceno,BR,-21.54,-43.0106,72.03,93,100,1.59,light rain
581,Nicoya,CR,10.1483,-85.452,76.84,70,84,15.88,broken clouds
582,Yei,SS,4.095,30.6779,67.21,37,9,1.86,clear sky
583,Loutra,GR,39.0569,26.545,49.28,75,45,10.07,scattered clouds
584,Pitimbu,BR,-7.4706,-34.8086,81.19,75,66,10.94,broken clouds
585,Dalnerechensk,RU,45.9339,133.7225,16.47,86,85,8.37,overcast clouds
586,Chingirlau,KZ,51.095,54.0814,10.78,96,100,3.67,light snow
587,Vila Velha,BR,-20.3297,-40.2925,78.75,90,75,6.91,broken clouds
588,Anadyr,RU,64.75,177.4833,-5.3,69,0,4.47,clear sky
589,Nantucket,US,41.2835,-70.0995,39.31,94,100,24.16,overcast clouds
590,Mikkeli,FI,61.6886,27.2723,26.71,93,100,14.97,overcast clouds
591,Maniitsoq,GL,65.4167,-52.9,27.05,83,100,10.51,overcast clouds
592,Puerto Leguizamo,CO,-0.1934,-74.7819,77.58,73,94,1.52,overcast clouds
593,Dejen,ET,10.1667,38.1333,52.3,53,2,4.68,clear sky
594,Carballo,ES,43.213,-8.691,54.82,84,0,3.24,clear sky
595,Amga,RU,60.8953,131.9608,-2.29,96,100,1.36,overcast clouds
596,Sorland,NO,67.667,12.6934,35.46,66,100,19.04,overcast clouds
597,Saint-Augustin,CA,51.226,-58.6502,2.43,77,100,14.16,overcast clouds
598,Radford,US,37.1318,-80.5764,31.66,76,100,19.57,overcast clouds
599,Barra Patuca,HN,15.8,-84.2833,75.24,86,29,10.45,light rain
600,Praia,CV,14.9215,-23.5087,68.54,77,20,19.57,few clouds
601,Gandajika,CD,-6.75,23.95,66.67,95,98,2.93,overcast clouds
602,Aswan,EG,24.0934,32.907,54.16,39,20,9.69,few clouds
603,Chany,RU,55.3121,76.7647,1.65,92,100,9.91,overcast clouds
604,Henties Bay,NA,-22.116,14.2845,63.41,90,0,5.3,clear sky
605,Sur,OM,22.5667,59.5289,71.76,57,18,2.84,few clouds
606,Rio Gallegos,AR,-51.6226,-69.2181,53.65,71,100,5.75,overcast clouds
607,Zhezkazgan,KZ,47.8043,67.7144,6.78,85,40,6.71,scattered clouds
608,Omsukchan,RU,62.5333,155.8,-20.31,94,100,6.11,overcast clouds
609,Maldonado,UY,-34.6667,-54.9167,62.13,78,89,17.94,moderate rain
610,Andilamena,MG,-17.0167,48.5833,66.15,96,92,2.06,overcast clouds
611,Yerbogachen,RU,61.2767,108.0108,1.94,96,100,4.85,overcast clouds
612,Farafangana,MG,-22.8167,47.8333,75.69,89,74,7.56,light rain
613,Radviliskis,LT,55.8167,23.5333,37.45,93,100,17.27,overcast clouds
614,Corrente,BR,-3.7367,-43.3394,71.82,98,99,2.15,overcast clouds
615,Floresta,BR,-8.6011,-38.5686,79.21,54,87,15.23,overcast clouds
616,Ulladulla,AU,-35.35,150.4667,92.95,37,80,7.05,broken clouds
617,Veraval,IN,20.9,70.3667,74.5,33,1,9.95,clear sky
618,Contai,IN,21.7786,87.7536,71.92,80,0,3.42,clear sky
619,Jiazi,CN,22.8779,116.067,66.18,68,100,10.45,overcast clouds
620,Ladario,BR,-19.0047,-57.6017,67.64,95,100,2.06,overcast clouds
621,Chincha Alta,PE,-13.4099,-76.1323,75.79,83,90,2.04,overcast clouds
622,Hailar,CN,49.2,119.7,-0.96,91,16,9.91,few clouds
623,Diffa,NE,13.3154,12.6113,63.41,34,39,13.49,scattered clouds
624,Humaita,BR,-7.5061,-63.0208,73.78,96,93,2.48,overcast clouds
625,Weyburn,CA,49.6668,-103.8511,26.82,80,57,8.05,broken clouds
626,Mayo,US,38.8876,-76.5119,39.15,59,0,20.71,clear sky
627,Reinosa,ES,42.9996,-4.138,42.37,77,0,5.55,clear sky
628,Klyuchi,RU,52.2667,79.1667,7.11,88,100,11.7,overcast clouds
629,Thaton,MM,16.9206,97.3714,73.62,73,11,5.77,few clouds
630,Zhigansk,RU,66.7697,123.3711,-11.02,96,100,7.67,overcast clouds
631,Ust-Omchug,RU,61.15,149.6333,-18.4,95,58,4.38,broken clouds
632,West Wendover,US,40.7391,-114.0733,27.61,69,0,0.0,clear sky
633,Lamar,US,33.6668,-95.5836,39.18,62,0,0.0,clear sky
634,Lewiston,US,44.1003,-70.2148,26.38,79,62,4.0,broken clouds
635,San Roque,ES,36.2107,-5.3842,58.03,82,100,31.07,mist
636,Nemuro,JP,43.3236,145.575,30.92,82,6,7.67,clear sky
637,Flinders,AU,-34.5833,150.8552,87.06,48,5,15.97,clear sky
638,Bikaner,IN,28.0167,73.3,67.14,20,6,5.35,clear sky
639,South Sioux City,US,42.4739,-96.4136,33.75,75,0,6.91,clear sky
640,Chase,CA,50.8165,-119.6857,35.15,98,100,3.13,overcast clouds
641,Shimsk,RU,58.212,30.7127,24.01,90,100,15.9,overcast clouds
642,Santiago Del Estero,AR,-27.7951,-64.2615,61.18,32,99,5.37,overcast clouds
643,Tiznit,MA,29.5833,-9.5,52.97,66,0,7.31,clear sky
644,Grants,US,35.1473,-107.8514,30.43,24,0,8.05,clear sky
645,Taseyevo,RU,57.2169,94.8978,18.77,92,100,9.93,overcast clouds
646,Egvekinot,RU,66.3167,-179.1667,-21.17,86,100,13.89,overcast clouds
647,Nam Som,TH,17.7704,102.1895,76.08,46,52,3.4,broken clouds
648,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.98,92,100,3.56,overcast clouds
649,Batagay-Alyta,RU,67.8006,130.4114,-14.01,96,100,1.05,overcast clouds
650,Nouadhibou,MR,20.931,-17.0347,60.78,72,0,20.71,clear sky
651,Bitam,GA,2.076,11.5007,66.99,95,98,2.1,overcast clouds
652,Alice Town,BS,25.7167,-79.3,76.96,80,86,8.32,overcast clouds
653,Verkh-Usugli,RU,52.7,115.1667,-0.74,81,50,2.55,scattered clouds
654,Khuchni,RU,41.9499,47.9485,26.87,59,5,6.64,clear sky
655,Songjianghe,CN,42.1859,127.479,26.82,84,100,3.56,light snow
656,Fethiye,TR,36.6217,29.1164,37.27,73,28,3.47,scattered clouds
657,Aksu,CN,41.1231,80.2644,33.94,67,100,6.58,light snow
658,Aquin,HT,18.2833,-73.4,76.01,77,47,2.04,scattered clouds
659,Jackson,US,42.4165,-122.8345,50.95,44,0,0.0,clear sky
660,Padang,ID,-0.9492,100.3543,82.45,70,60,3.62,broken clouds
661,Beipiao,CN,41.7919,120.7792,26.6,36,100,12.01,overcast clouds
662,Nanakuli,US,21.3906,-158.1547,71.55,73,100,0.0,light intensity drizzle
663,Lasa,IT,46.6166,10.7002,43.52,78,100,5.95,overcast clouds
664,Soma,TR,39.1855,27.6094,39.51,74,0,2.73,clear sky
665,Honningsvag,NO,70.9821,25.9704,29.95,74,75,2.3,broken clouds
666,Miyazu,JP,35.5333,135.1833,42.96,85,100,5.08,overcast clouds
667,Kilindoni,TZ,-7.9139,39.6668,80.31,75,86,14.34,overcast clouds
668,Taylorville,US,39.5489,-89.2945,27.88,80,0,0.0,clear sky
669,Bud,US,39.447,-86.1758,28.45,69,6,4.92,clear sky
670,Lashio,MM,22.9333,97.75,63.79,60,0,1.01,clear sky
671,Horki,BY,54.2861,30.9842,25.65,96,100,20.94,snow
672,Grand Island,US,40.925,-98.342,33.03,73,4,7.0,clear sky
673,Alappuzha,IN,9.49,76.3264,72.91,76,27,6.62,scattered clouds
674,Idlib,SY,35.9306,36.6339,37.45,68,4,2.48,clear sky
675,Kjopsvik,NO,68.097,16.3742,31.87,82,100,6.2,light snow
676,Paka,MY,4.6374,103.4368,79.38,84,83,5.57,broken clouds
677,Frontera,MX,26.9333,-101.45,49.32,24,99,1.01,overcast clouds
678,Bhadrapur,NP,26.544,88.0944,69.26,40,1,4.43,clear sky
679,Poltavka,RU,54.3663,71.7632,6.48,93,100,8.46,overcast clouds
680,Nabire,ID,-3.3667,135.4833,80.2,83,97,0.74,overcast clouds
681,Rakiv Lis,UA,51.6217,24.9243,44.78,66,100,22.44,overcast clouds
682,Kamenka,RU,51.3223,42.7678,-1.12,100,100,3.71,overcast clouds
683,Tazovskiy,RU,67.4667,78.7,13.86,86,100,8.68,overcast clouds
684,Lieksa,FI,63.3167,30.0167,25.14,90,100,15.17,overcast clouds
685,Nancha,CN,47.1333,129.2667,17.65,54,5,10.54,clear sky
686,Hofn,IS,64.2539,-15.2082,29.7,56,13,8.75,few clouds
687,Cottonwood,US,34.7392,-112.0099,46.96,37,100,1.99,overcast clouds
688,Rundu,NA,-17.9333,19.7667,72.21,15,100,8.08,overcast clouds
689,Narrabri,AU,-30.3167,149.7833,96.53,35,0,4.0,clear sky
690,Ilo,PE,-17.6394,-71.3375,73.85,87,34,3.42,scattered clouds
691,Rio Grande,BR,-32.035,-52.0986,55.94,45,0,15.75,clear sky
692,Butembo,CD,0.15,29.2833,59.86,50,24,0.98,few clouds
693,Port Said,EG,31.2565,32.2841,58.62,62,0,15.48,clear sky
694,Jacareacanga,BR,-6.2222,-57.7528,72.36,99,100,0.85,light rain
695,Strezhevoy,RU,60.7333,77.5889,-10.5,100,95,3.6,overcast clouds
696,Maralal,KE,1.0968,36.698,57.2,64,12,7.25,few clouds
697,Marquette,US,46.5333,-87.6335,24.67,43,100,15.46,overcast clouds
