City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Tangara,BR,2023-02-02 12:10:31,-6.1994,-35.8017,86.25,47,84,8.7
283,Sosnovo,RU,2023-02-02 12:10:31,60.5514,30.2144,32.25,93,100,3.67
284,Kahului,US,2023-02-02 12:10:32,20.8947,-156.47,74.84,89,0,3.0
285,Chicama,PE,2023-02-02 12:10:32,-7.8447,-79.1469,63.14,75,76,1.9
286,Semey,KZ,2023-02-02 12:10:32,50.4111,80.2275,8.82,85,0,6.71
287,Arraial Do Cabo,BR,2023-02-02 12:10:33,-22.9661,-42.0278,80.46,78,75,6.91
288,Broome,US,2023-02-02 12:10:33,42.2506,-75.833,17.67,79,0,5.75
289,Madridejos,ES,2023-02-02 12:10:33,39.4682,-3.532,48.7,45,0,5.53
290,Turayf,SA,2023-02-02 12:10:34,31.6725,38.6637,50.9,41,26,22.93
291,Polovinnoye,RU,2023-02-02 12:10:34,54.7914,65.9864,3.9,93,27,2.59
292,Lebu,CL,2023-02-02 12:10:34,-37.6167,-73.65,58.84,75,11,18.12
293,Ketchikan,US,2023-02-02 12:10:35,55.3422,-131.6461,44.58,93,100,9.22
294,Lagoa,PT,2023-02-02 12:10:35,39.05,-27.9833,57.09,70,51,14.92
295,Lake Charles,US,2023-02-02 12:08:52,30.2131,-93.2044,40.98,98,100,6.91
296,Coquimbo,CL,2023-02-02 12:10:35,-29.9533,-71.3436,64.13,88,20,1.14
297,Abu Dhabi,AE,2023-02-02 12:06:12,24.4667,54.3667,82.51,39,0,3.44
298,San Juan De Los Morros,VE,2023-02-02 12:10:36,9.9115,-67.3538,68.25,72,3,3.91
299,Bella Union,UY,2023-02-02 12:10:36,-30.2752,-57.6007,85.84,46,68,11.27
300,Berlevag,NO,2023-02-02 12:10:37,70.8578,29.0864,26.6,86,75,11.5
301,Saint George,US,2023-02-02 12:10:37,37.1041,-113.5841,28.99,74,0,0.0
302,West Wendover,US,2023-02-02 12:10:37,40.7391,-114.0733,11.41,92,0,0.0
303,Beyneu,KZ,2023-02-02 12:10:38,45.3167,55.2,40.95,53,77,5.35
304,Bara,NG,2023-02-02 12:10:38,10.3744,10.7288,95.77,11,11,13.06
305,Luanda,AO,2023-02-02 12:10:38,-8.8368,13.2343,87.8,66,20,13.8
306,Kodiak,US,2023-02-02 12:10:39,57.79,-152.4072,24.31,100,40,5.75
307,Airai,TL,2023-02-02 12:10:39,-8.9266,125.4092,62.4,95,98,1.9
308,Ruteng,ID,2023-02-02 12:10:40,-8.6136,120.4721,62.83,96,100,2.3
309,Hefei,CN,2023-02-02 12:08:10,31.8639,117.2808,41.38,54,100,4.34
310,Sao Joao Da Barra,BR,2023-02-02 12:10:40,-21.6403,-41.0511,84.29,78,50,11.61
311,Cabinda,AO,2023-02-02 12:10:41,-5.55,12.2,87.3,59,67,5.97
312,Vestmannaeyjar,IS,2023-02-02 12:10:41,63.4427,-20.2734,43.79,100,100,43.73
313,Duldurga,RU,2023-02-02 12:10:41,50.6761,113.5931,-0.72,96,84,4.23
314,Rovaniemi,FI,2023-02-02 12:10:41,66.5,25.7167,20.61,93,0,8.05
315,Tarakan,ID,2023-02-02 12:10:42,3.3,117.6333,81.9,83,75,4.61
316,Ilulissat,GL,2023-02-02 12:10:42,69.2167,-51.1,5.02,61,40,3.44
317,Samana,DO,2023-02-02 12:10:42,19.2056,-69.3369,66.16,100,20,0.0
318,Marsa Matruh,EG,2023-02-02 12:10:43,31.3525,27.2453,59.83,49,97,10.78
319,Lundazi,ZM,2023-02-02 12:10:43,-12.2929,33.1782,78.89,61,99,4.09
320,Omsukchan,RU,2023-02-02 12:10:43,62.5333,155.8,-17.84,96,39,2.64
321,Totskoye,RU,2023-02-02 12:11:44,52.5248,52.7623,23.49,96,93,6.22
322,Mielec,PL,2023-02-02 12:11:44,50.2871,21.4239,38.79,96,100,21.25
323,Chernyshevskiy,RU,2023-02-02 12:11:45,63.0128,112.4714,-13.31,96,100,5.12
324,Nuristan,AF,2023-02-02 12:11:45,35.3,70.8333,20.01,94,100,2.95
325,Talaja,IN,2023-02-02 12:11:45,21.35,72.05,83.68,30,54,8.48
326,Zhezkazgan,KZ,2023-02-02 12:11:46,47.8043,67.7144,19.38,86,20,22.37
327,Sapa,PH,2023-02-02 12:11:46,5.1544,120.3241,80.2,79,56,4.14
328,Udachnyy,RU,2023-02-02 12:11:46,66.4167,112.4,-24.83,99,95,4.09
329,Vikulovo,RU,2023-02-02 12:11:47,56.8167,70.6107,14.14,98,78,2.75
330,Pathein,MM,2023-02-02 12:11:47,16.7833,94.7333,77.22,64,24,11.7
331,Saint-Francois,FR,2023-02-02 12:11:47,46.4154,3.9054,47.64,72,100,5.75
332,Maniitsoq,GL,2023-02-02 12:11:48,65.4167,-52.9,0.9,72,73,7.67
333,Shinpokh,PK,2023-02-02 12:11:48,34.3292,71.1782,63.81,38,86,4.83
334,Byron Bay,AU,2023-02-02 12:11:48,-28.65,153.6167,76.95,92,86,12.8
335,Gizo,SB,2023-02-02 12:11:49,-8.103,156.8419,81.63,81,97,11.97
336,Cananea,MX,2023-02-02 12:11:49,30.95,-110.3,35.53,83,2,2.01
337,Sola,VU,2023-02-02 12:11:50,-13.8833,167.55,82.2,72,72,6.58
338,San Nicolas,PH,2023-02-02 12:11:50,18.1725,120.5953,78.3,79,7,6.11
339,Coahuayana,MX,2023-02-02 12:11:50,18.7333,-103.6833,67.33,57,63,4.81
340,Topchikha,RU,2023-02-02 12:11:51,52.8192,83.1185,5.94,96,60,5.35
341,Mahibadhoo,MV,2023-02-02 12:11:51,3.7833,72.9667,80.37,66,59,12.82
342,Estevan,CA,2023-02-02 12:11:51,49.1334,-102.9842,-14.46,94,41,7.54
343,Anadyr,RU,2023-02-02 12:11:52,64.75,177.4833,17.4,95,100,4.54
344,Tupa,BR,2023-02-02 12:07:39,-21.9347,-50.5136,72.12,91,100,6.02
345,Port Hedland,AU,2023-02-02 12:11:53,-20.3167,118.5667,87.44,66,5,13.91
346,Qasigiannguit,GL,2023-02-02 12:11:53,68.8193,-51.1922,5.25,90,50,3.02
347,Verkhoyansk,RU,2023-02-02 12:11:54,67.5447,133.385,-26.91,99,100,1.59
348,San Patricio,US,2023-02-02 12:11:54,28.017,-97.5169,37.9,89,100,9.84
349,Gat,IL,2023-02-02 12:11:54,31.61,34.7642,59.68,100,86,15.82
350,Bereda,ES,2023-02-02 12:11:55,43.2686,-7.5406,46.15,100,13,2.75
351,Gamba,GA,2023-02-02 12:11:55,-2.65,10.0,87.78,62,56,9.4
352,Suixi,CN,2023-02-02 12:11:55,33.8907,116.7747,37.96,42,100,4.27
353,Boa Vista,BR,2023-02-02 12:07:35,2.8197,-60.6733,78.78,65,0,16.11
354,Constitucion,CL,2023-02-02 12:11:56,-35.3333,-72.4167,63.97,49,0,8.57
355,Narsaq,GL,2023-02-02 12:11:56,60.9167,-46.05,8.82,96,96,2.37
356,Ahipara,NZ,2023-02-02 12:08:35,-35.1667,173.1667,70.09,96,91,9.17
357,Pochutla,MX,2023-02-02 12:11:57,15.7432,-96.4661,67.82,57,0,3.67
358,Tsiroanomandidy,MG,2023-02-02 12:11:58,-18.7667,46.0333,81.14,65,53,2.28
359,Honiara,SB,2023-02-02 12:11:58,-9.4333,159.95,78.03,89,98,0.83
360,Krasnoarmeysk,RU,2023-02-02 12:11:59,51.0239,45.6969,25.07,92,100,6.58
361,Shakiso,ET,2023-02-02 12:07:27,5.75,38.9167,87.39,11,58,7.7
362,Senanga,ZM,2023-02-02 12:11:59,-16.1167,23.2667,78.66,66,100,8.23
363,Muros,ES,2023-02-02 12:11:59,42.7762,-9.0603,55.83,59,0,2.06
364,Casablanca,MA,2023-02-02 12:12:00,33.5928,-7.6192,59.32,62,0,4.0
365,Kruisfontein,ZA,2023-02-02 12:12:00,-34.0033,24.7314,77.88,47,86,15.28
366,Hermsdorf,DE,2023-02-02 12:13:00,50.9,11.8667,40.3,84,100,5.99
367,Samarai,PG,2023-02-02 12:13:01,-10.6167,150.6667,82.63,80,96,8.16
368,Saint-Philippe,RE,2023-02-02 12:13:01,-21.3585,55.7679,83.79,81,29,10.18
369,Geraldton,AU,2023-02-02 12:13:02,-28.7667,114.6,82.81,54,62,5.75
370,Tezu,IN,2023-02-02 12:13:02,27.9167,96.1667,69.57,27,0,4.92
371,South Hill,US,2023-02-02 12:13:02,47.1412,-122.2701,38.17,85,99,2.28
372,Soldotna,US,2023-02-02 12:13:03,60.4878,-151.0583,27.07,97,100,0.0
373,Flin Flon,CA,2023-02-02 12:13:04,54.7682,-101.865,-25.53,93,57,7.65
374,Tarko-Sale,RU,2023-02-02 12:09:55,64.9225,77.785,9.45,96,40,10.92
375,Tambilil,PH,2023-02-02 12:13:04,5.9622,124.6697,78.48,82,87,4.07
376,Bandarbeyla,SO,2023-02-02 12:13:05,9.4942,50.8122,78.57,57,25,14.54
377,Manokwari,ID,2023-02-02 12:13:05,-0.8667,134.0833,79.5,83,65,6.93
378,Praxedis Guerrero,MX,2023-02-02 12:13:06,31.3667,-106.0167,36.86,83,99,5.1
379,Sambava,MG,2023-02-02 12:13:06,-14.2667,50.1667,84.33,70,71,14.25
380,Villamontes,BO,2023-02-02 12:13:06,-21.25,-63.5,80.4,49,20,4.29
381,Laguna,US,2023-02-02 12:13:07,38.421,-121.4238,47.79,91,0,0.0
382,Chokurdakh,RU,2023-02-02 12:13:07,70.6333,147.9167,-7.74,99,100,4.68
383,Sangar,RU,2023-02-02 12:13:07,63.9242,127.4739,-27.83,90,100,8.39
384,Providencia,MX,2023-02-02 12:13:08,28.7167,-111.5833,50.86,79,1,7.74
385,Tabas,IR,2023-02-02 12:13:08,33.5959,56.9244,63.28,39,4,3.65
386,Wanning,CN,2023-02-02 12:13:09,18.8003,110.3967,71.69,92,100,6.04
387,Iralaya,HN,2023-02-02 12:13:09,15.0,-83.2333,75.51,83,14,11.39
388,Presov,SK,2023-02-02 12:13:09,49.1667,21.25,38.37,76,88,8.7
389,Puerto Madryn,AR,2023-02-02 12:11:02,-42.7692,-65.0385,75.04,43,82,16.42
390,Kedgwick,CA,2023-02-02 12:13:10,47.6446,-67.3434,-12.35,100,100,4.21
391,Adrar,MR,2023-02-02 12:13:11,20.5022,-10.0711,70.75,11,76,16.02
392,Rio Gallegos,AR,2023-02-02 12:13:11,-51.6226,-69.2181,59.38,62,99,2.44
393,Grafton,US,2023-02-02 12:13:12,42.207,-71.6856,21.97,69,0,6.91
394,North Bend,US,2023-02-02 12:13:12,43.4065,-124.2243,47.07,93,0,9.22
395,Paamiut,GL,2023-02-02 12:13:12,61.994,-49.6678,14.07,86,100,17.34
396,North Platte,US,2023-02-02 12:13:13,41.1239,-100.7654,6.69,78,0,6.91
397,Bireun,ID,2023-02-02 12:13:13,5.203,96.7009,79.45,83,77,4.03
398,Izmir,TR,2023-02-02 12:10:02,38.4622,27.0923,53.56,53,75,13.8
399,Ishigaki,JP,2023-02-02 12:08:25,24.3448,124.1572,67.51,79,100,23.33
400,Pandan,PH,2023-02-02 12:13:14,14.0453,124.1694,78.26,88,30,11.7
401,Haines Junction,CA,2023-02-02 12:13:14,60.7522,-137.5108,-0.45,85,100,1.14
402,Bilma,NE,2023-02-02 12:13:15,18.6853,12.9164,77.29,12,36,6.85
403,Sagua La Grande,CU,2023-02-02 12:13:15,22.8067,-80.0756,68.99,88,7,7.78
404,Dennery,LC,2023-02-02 12:13:16,13.8996,-60.8879,78.39,76,22,1.99
405,Huangmei,CN,2023-02-02 12:13:16,30.1924,116.025,41.32,58,100,6.71
406,Kimberley,ZA,2023-02-02 12:13:17,-28.7323,24.7623,87.39,28,21,13.2
407,Eureka,US,2023-02-02 12:09:21,40.8021,-124.1637,47.59,75,62,6.08
408,Touros,BR,2023-02-02 12:13:17,-5.1989,-35.4608,84.65,61,87,14.0
409,Vinh Long,VN,2023-02-02 12:11:27,10.25,105.9667,80.58,76,51,11.54
410,Quelimane,MZ,2023-02-02 12:13:19,-17.8786,36.8883,87.75,70,75,8.05
411,Hailar,CN,2023-02-02 12:13:19,49.2,119.7,-12.64,95,75,5.61
412,Sitka,US,2023-02-02 12:13:20,57.0531,-135.33,42.69,70,100,12.66
413,Hofn,IS,2023-02-02 12:14:20,64.2539,-15.2082,39.22,70,100,20.71
414,Tanda,IN,2023-02-02 12:14:21,26.55,82.65,65.8,47,0,6.35
415,Malatya,TR,2023-02-02 12:14:21,38.5,38.0,33.85,48,40,23.02
416,Nagato,JP,2023-02-02 12:13:29,34.3833,131.2,43.05,66,100,7.63
417,Saryozek,KZ,2023-02-02 12:14:21,44.3583,77.9753,30.09,92,100,0.47
418,Yar-Sale,RU,2023-02-02 12:14:22,66.8333,70.8333,8.91,92,10,10.96
419,Bonavista,CA,2023-02-02 12:14:22,48.6499,-53.1147,16.43,69,94,18.37
420,Fairview,US,2023-02-02 12:14:22,40.8126,-73.999,31.24,56,0,4.61
421,Kosonsoy,UZ,2023-02-02 12:14:23,41.2561,71.5508,36.16,99,100,3.53
422,Kuching,MY,2023-02-02 12:14:23,1.55,110.3333,82.62,70,20,5.75
423,Mehamn,NO,2023-02-02 12:14:24,71.0357,27.8492,26.55,93,100,1.14
424,South Lake Tahoe,US,2023-02-02 12:14:24,38.9332,-119.9844,35.51,72,95,4.74
425,Malanje,AO,2023-02-02 12:14:24,-9.5402,16.341,83.43,44,86,3.89
426,Siddharthanagar,NP,2023-02-02 12:14:25,27.5,83.45,66.58,58,0,4.99
427,Kholuy,RU,2023-02-02 12:14:25,56.575,41.8692,27.81,88,97,7.31
428,Salme,NP,2023-02-02 12:14:25,28.0369,85.0942,55.69,43,2,3.33
429,Villa Carlos Paz,AR,2023-02-02 12:14:26,-31.4241,-64.4978,69.06,78,89,7.99
430,Ewa Beach,US,2023-02-02 12:14:26,21.3156,-158.0072,71.55,84,20,4.61
431,Grindavik,IS,2023-02-02 12:14:26,63.8424,-22.4338,39.67,93,100,31.07
432,Yeppoon,AU,2023-02-02 12:14:27,-23.1333,150.7333,78.58,75,90,6.17
433,Lashio,MM,2023-02-02 12:14:27,22.9333,97.75,70.99,41,98,2.21
434,Pelym,RU,2023-02-02 12:14:27,61.0108,61.9978,14.22,97,66,3.04
435,Pervoye Maya,RU,2023-02-02 12:14:28,56.164,44.7196,27.23,94,100,7.43
436,Goundi,TD,2023-02-02 12:14:28,9.3627,17.366,102.52,7,4,7.87
437,Tuatapere,NZ,2023-02-02 12:14:29,-46.1333,167.6833,62.37,98,100,2.17
438,Nipawin,CA,2023-02-02 12:14:29,53.3668,-104.0009,-23.76,69,6,8.05
439,Nador,MA,2023-02-02 12:14:30,35.174,-2.9287,61.05,59,40,4.61
440,Qaqortoq,GL,2023-02-02 12:14:30,60.7167,-46.0333,5.23,92,97,10.13
441,Porto Walter,BR,2023-02-02 12:14:31,-8.2686,-72.7439,71.67,99,100,1.77
442,Pisco,PE,2023-02-02 12:14:31,-13.7,-76.2167,73.45,83,0,5.75
443,Steamboat Springs,US,2023-02-02 12:13:26,40.485,-106.8317,11.7,84,0,0.0
444,Cap Malheureux,MU,2023-02-02 12:14:32,-19.9842,57.6142,86.47,70,11,5.99
445,Izhma,RU,2023-02-02 12:14:33,65.0083,53.9113,16.68,97,39,5.14
446,Atambua,ID,2023-02-02 12:14:33,-9.1061,124.8925,75.56,88,97,2.3
447,Ovalle,CL,2023-02-02 12:14:34,-30.5983,-71.2003,70.36,64,0,0.94
448,Mercaderes,CO,2023-02-02 12:14:34,1.8009,-77.166,63.12,90,68,2.75
449,Daru,PG,2023-02-02 12:14:34,-9.0763,143.2092,77.09,93,100,9.48
450,Ormara,PK,2023-02-02 12:14:35,25.2088,64.6357,70.63,47,3,8.9
451,Ulaangom,MN,2023-02-02 12:14:35,49.9811,92.0667,-17.09,95,69,3.24
452,Kurilsk,RU,2023-02-02 12:12:30,45.2333,147.8833,18.43,85,100,34.63
453,Florida,US,2023-02-02 12:11:13,28.7505,-82.5001,61.75,91,100,0.0
454,Tambun,ID,2023-02-02 12:14:36,-6.2641,107.0712,88.02,72,91,5.82
455,Hasaki,JP,2023-02-02 12:14:36,35.7333,140.8333,41.4,45,100,6.8
456,La Paz,BO,2023-02-02 12:10:25,-16.5,-68.15,48.18,81,75,3.44
457,Seredka,RU,2023-02-02 12:14:36,58.1584,28.1858,31.75,94,100,2.37
458,Cusuna,HN,2023-02-02 12:14:37,15.85,-85.2333,69.87,88,38,4.29
459,Sandnessjoen,NO,2023-02-02 12:15:37,66.0217,12.6316,23.11,80,40,2.3
460,Kourou,GF,2023-02-02 12:15:37,5.1552,-52.6478,75.25,84,90,0.36
461,Meadow Lake,US,2023-02-02 12:15:22,34.8014,-106.5436,29.41,42,0,6.76
462,Bengkulu,ID,2023-02-02 12:15:38,-3.8004,102.2655,78.64,86,86,8.37
463,Kinango,KE,2023-02-02 12:15:38,-4.1372,39.3153,87.91,35,90,10.47
464,Yatou,CN,2023-02-02 12:15:39,37.15,122.3833,25.09,61,96,6.38
465,Berzovia,RO,2023-02-02 12:15:39,45.4261,21.6281,46.0,80,99,10.58
466,Puerto Escondido,MX,2023-02-02 12:15:39,15.85,-97.0667,72.43,88,0,5.75
467,Upata,VE,2023-02-02 12:15:40,8.0086,-62.3989,70.2,81,16,4.54
468,Newport,GB,2023-02-02 12:14:13,51.5877,-2.9984,52.12,92,90,17.13
469,Sulangan,PH,2023-02-02 12:15:40,11.1373,123.7228,80.78,81,23,14.54
470,Matagami,CA,2023-02-02 12:12:06,49.7502,-77.6328,-5.17,99,97,4.14
471,Batagay,RU,2023-02-02 12:12:28,67.6333,134.6333,-33.72,99,96,2.26
472,Maler Kotla,IN,2023-02-02 12:15:41,30.5167,75.8833,62.64,53,7,7.11
473,Pontal Do Parana,BR,2023-02-02 12:15:41,-25.6533,-48.5128,83.98,76,69,1.54
474,Margate,GB,2023-02-02 12:15:41,51.3813,1.3862,51.87,76,40,1.99
475,Camacha,PT,2023-02-02 12:15:42,33.0833,-16.3333,60.22,55,20,17.27
476,Okhotsk,RU,2023-02-02 12:15:42,59.3833,143.3,-3.19,88,99,12.57
477,Les Trois-Ilets,MQ,2023-02-02 12:11:06,14.539,-61.0361,73.72,94,75,0.0
478,Mecca,SA,2023-02-02 12:15:43,21.4267,39.8261,75.79,28,5,11.01
479,Mitu,CO,2023-02-02 12:15:43,1.1983,-70.1733,73.29,73,79,2.3
480,Freeport,US,2023-02-02 12:15:43,40.6576,-73.5832,32.02,61,0,3.44
481,Comodoro Rivadavia,AR,2023-02-02 12:15:44,-45.8667,-67.5,69.66,30,0,20.71
482,Asfi,MA,2023-02-02 12:15:44,32.2994,-9.2372,59.94,46,0,7.14
483,Wainwright,CA,2023-02-02 12:15:10,52.839,-110.8572,-18.81,96,78,6.33
484,Irbeyskoye,RU,2023-02-02 12:15:45,55.6428,95.4522,-2.54,100,48,2.62
485,Zharkent,KZ,2023-02-02 12:15:45,44.1628,80.0,27.97,81,100,3.04
486,Roald,NO,2023-02-02 12:15:46,62.5833,6.1333,36.34,80,0,12.66
487,Manzanillo,CU,2023-02-02 12:15:46,20.3433,-77.1167,72.5,76,23,11.18
488,Rabo De Peixe,PT,2023-02-02 12:15:46,37.8,-25.5833,60.31,67,20,13.8
489,Simpang,ID,2023-02-02 12:15:47,-1.2667,104.0833,76.42,94,97,3.15
490,Diphu,IN,2023-02-02 12:15:47,25.8333,93.4333,69.73,50,1,1.48
491,Pindiga,NG,2023-02-02 12:15:47,9.9833,10.9333,88.9,13,7,11.3
492,Murgab,TM,2023-02-02 12:15:48,37.4966,61.9714,60.67,51,0,4.61
493,Tingi,TZ,2023-02-02 12:15:49,-11.3,35.0333,72.16,85,93,3.2
494,Shuyskoye,RU,2023-02-02 12:15:49,59.3736,41.0305,25.9,93,98,4.92
495,Anloga,GH,2023-02-02 12:15:49,5.7947,0.8973,83.8,68,4,5.86
496,Fort-Shevchenko,KZ,2023-02-02 12:15:50,44.5086,50.263,44.01,72,35,5.97
497,Fortuna,US,2023-02-02 12:15:50,40.5982,-124.1573,47.32,66,0,16.11
498,Gazli,UZ,2023-02-02 12:15:50,40.1333,63.45,52.2,49,49,15.37
499,Uniontown,US,2023-02-02 12:12:20,39.9001,-79.7164,25.47,74,100,1.01
500,Uyuni,BO,2023-02-02 12:15:51,-20.4597,-66.825,51.84,46,6,8.46
501,Takoradi,GH,2023-02-02 12:15:51,4.8845,-1.7554,84.85,64,1,5.97
502,Hobyo,SO,2023-02-02 12:15:52,5.3505,48.5268,80.28,56,82,21.12
503,Pringsewu,ID,2023-02-02 12:15:52,-5.3582,104.9744,76.57,91,98,1.12
504,Ibara,JP,2023-02-02 12:15:52,34.6,133.4667,39.78,72,100,4.47
505,Marshall,US,2023-02-02 12:11:10,34.3834,-86.3333,42.33,93,100,3.44
506,Chistogorskiy,RU,2023-02-02 12:15:53,53.9835,87.3843,6.28,99,6,1.57
507,Muisne,EC,2023-02-02 12:16:53,0.6,-80.0333,75.11,89,99,5.88
508,Brae,GB,2023-02-02 12:16:53,60.3964,-1.353,41.36,86,100,18.99
509,Tulun,RU,2023-02-02 12:13:50,54.5611,100.5792,0.37,100,99,1.79
510,Ombessa,CM,2023-02-02 12:16:54,4.603,11.2565,95.99,25,22,4.38
511,Catamarca,AR,2023-02-02 12:16:54,-28.4696,-65.7852,66.78,94,98,1.99
512,Tynset,NO,2023-02-02 12:16:55,62.2759,10.7824,20.82,87,53,1.28
513,Duku,NG,2023-02-02 12:16:55,11.2361,4.9073,96.06,10,99,7.31
514,Virginia Beach,US,2023-02-02 12:15:27,36.8529,-75.978,38.01,82,100,6.91
515,Neyyattinkara,IN,2023-02-02 12:16:56,8.4,77.0833,84.06,87,100,5.01
516,Moerai,PF,2023-02-02 12:16:56,-22.4333,-151.3333,78.82,81,35,15.14
517,Kakhun,RU,2023-02-02 12:16:56,43.5431,43.8764,37.17,87,75,2.24
518,Magdalena,PH,2023-02-02 12:16:56,14.1999,121.429,79.36,91,19,7.61
519,Teguldet,RU,2023-02-02 12:16:57,57.3064,88.1667,-1.16,100,59,1.32
520,Namatanai,PG,2023-02-02 12:16:57,-3.6667,152.4333,80.62,77,75,6.02
521,Kaya,BF,2023-02-02 12:16:58,13.0917,-1.0844,93.79,8,74,10.18
522,Ambovombe,MG,2023-02-02 12:16:59,-25.1667,46.0833,78.8,68,63,20.31
523,Waipawa,NZ,2023-02-02 12:16:59,-41.4122,175.5153,61.79,86,90,4.5
524,Ternuvate,UA,2023-02-02 12:16:59,47.8305,36.1276,37.18,63,99,9.06
525,Skibbereen,IE,2023-02-02 12:17:00,51.55,-9.2667,53.11,74,100,18.7
526,Tupelo,US,2023-02-02 12:17:00,34.2576,-88.7034,36.9,93,100,5.75
527,Vrangel,RU,2023-02-02 12:17:01,42.7297,133.0839,16.2,56,34,14.07
528,Nishihara,JP,2023-02-02 12:15:31,26.1842,127.7558,63.68,75,100,14.97
529,Sovik,NO,2023-02-02 12:17:01,65.9333,12.4667,23.11,80,40,2.3
530,San Ignacio,BZ,2023-02-02 12:17:01,17.1561,-89.0714,62.74,100,0,0.0
531,Dunedin,NZ,2023-02-02 12:17:02,-45.8742,170.5036,68.81,72,100,1.99
532,Aksarka,RU,2023-02-02 12:17:02,66.5606,67.7975,8.64,93,14,7.96
533,Sergiyevsk,RU,2023-02-02 12:17:02,53.9413,51.165,17.26,97,93,3.06
534,Leshukonskoye,RU,2023-02-02 12:17:03,64.8989,45.7622,14.43,97,75,4.27
535,Erenhot,CN,2023-02-02 12:17:04,43.6475,111.9767,17.11,28,100,1.23
536,Qeshm,IR,2023-02-02 12:17:04,26.9581,56.2719,76.89,67,17,5.61
537,Lalibela,ET,2023-02-02 12:17:05,12.0333,39.0333,76.6,20,27,8.39
538,Yining,CN,2023-02-02 12:17:05,29.0361,114.5636,38.57,87,100,2.98
539,Henties Bay,NA,2023-02-02 12:17:05,-22.116,14.2845,68.07,72,48,8.66
540,Gloucester,GB,2023-02-02 12:17:06,51.8657,-2.2431,54.5,80,40,10.0
541,Rangpo,IN,2023-02-02 12:17:06,27.1833,88.5333,64.53,59,1,1.63
542,Rasskazovo,RU,2023-02-02 12:17:06,52.6714,41.9033,31.41,96,99,8.12
543,Cairns,AU,2023-02-02 12:17:07,-16.9167,145.7667,81.07,90,100,11.5
544,Mezen,RU,2023-02-02 12:17:08,65.8522,44.24,19.11,96,90,7.27
545,Svobodnyy,RU,2023-02-02 12:17:08,51.4,128.1333,-16.37,96,79,3.09
546,Pundaguitan,PH,2023-02-02 12:17:08,6.3711,126.1689,81.37,80,98,15.95
547,Puro,PH,2023-02-02 12:17:09,12.4841,123.3827,77.79,88,9,10.98
548,Palmer,US,2023-02-02 12:17:09,42.1584,-72.3287,20.62,73,0,3.44
549,Tommot,RU,2023-02-02 12:12:20,58.9564,126.2925,0.59,95,100,9.19
550,Cam Ranh,VN,2023-02-02 12:17:10,11.9214,109.1591,76.96,83,75,8.05
551,Mariana,BR,2023-02-02 12:17:10,-20.3778,-43.4161,75.99,69,98,4.21
552,Ankazobe,MG,2023-02-02 12:18:10,-18.3167,47.1167,74.82,66,84,7.27
553,Kandrian,PG,2023-02-02 12:18:11,-6.2167,149.55,79.12,86,100,9.1
554,Amuntai,ID,2023-02-02 12:18:11,-2.4177,115.2494,74.26,96,100,2.62
555,Grants,US,2023-02-02 12:18:12,35.1473,-107.8514,10.63,79,0,5.75
556,General Roca,AR,2023-02-02 12:18:12,-39.0333,-67.5833,77.05,51,32,5.57
557,Copiapo,CL,2023-02-02 12:18:12,-27.3667,-70.3333,58.69,57,0,1.14
558,Bilibino,RU,2023-02-02 12:18:13,68.0546,166.4372,1.81,96,100,2.68
559,Ayan,RU,2023-02-02 12:18:13,56.45,138.1667,-10.34,79,79,8.3
560,Oriximina,BR,2023-02-02 12:18:14,-1.7656,-55.8661,74.77,85,100,2.89
561,Iguape,BR,2023-02-02 12:18:14,-24.7081,-47.5553,81.03,72,36,6.64
562,Bad Reichenhall,DE,2023-02-02 12:18:14,47.7333,12.8833,40.55,81,75,13.8
563,Sunbury,AU,2023-02-02 12:18:15,-37.5833,144.7333,53.82,87,0,9.22
564,Maibong,IN,2023-02-02 12:18:15,25.3,93.1667,65.89,45,30,2.44
565,Farafangana,MG,2023-02-02 12:18:17,-22.8167,47.8333,77.49,78,98,10.4
